model,site,nb_deg,nb_pm,component,ttf,ctf
M1,E,0,0,C01,6561847.0,17615
M2,S,0,0,C01,29805120.0,51877
M5,S,0,1,C02,47099280.0,44590
M3,E,0,0,C01,22967880.0,64566
M3,E,0,0,C01,3104280.0,5192
M7,E,0,0,C01,8118420.0,40843
M3,I,0,0,C01,6287588.0,7051
M4,E,0,1,C01,24291120.0,68338
M7,S,0,1,C02,27741780.0,29857
M3,E,0,1,C01,42939720.0,83911
M7,E,0,0,C01,44140080.0,83730
M2,S,0,1,C02,11991189.0,17668
M2,S,0,0,C01,28868400.0,67618
M4,E,0,2,C01,78273924.0,290113
M2,E,4,0,C01,24954938.0,34546
M4,S,0,0,C01,2926140.0,8369
M2,E,0,1,C01,17517960.0,74369
M4,I,0,1,C01,51469800.0,52474
M3,I,0,1,C02,80672280.0,66509
M7,S,0,1,C01,38618760.0,103259
M3,E,0,0,C01,7262760.0,19144
M2,E,0,1,C01,14333760.0,20748
M3,S,0,0,C02,5546520.0,9997
M4,E,0,0,C01,1810860.0,6469
M3,H,0,0,C01,16187505.0,47779
M4,S,0,0,C01,5185513.0,10640
M4,E,0,0,C01,2349780.0,7621
M4,S,0,1,C01,9588360.0,24561
M3,E,0,0,C01,8539990.0,18807
M4,S,0,0,C02,16242780.0,56200
M4,E,0,0,C02,5959121.0,12453
M4,E,0,0,C01,3262860.0,9276
M4,E,0,0,C01,1204620.0,7944
M3,E,0,0,C01,22095360.0,36870
M7,S,0,1,C01,62208789.0,124954
M3,E,0,0,C01,5168667.0,5895
M3,S,1,1,C01,32507520.0,79366
M7,E,0,1,C02,46552920.0,190358
M4,E,0,1,C01,40334176.0,115757
M4,E,0,1,C01,23949540.0,60691
M3,S,0,0,C01,26170680.0,49345
M1,E,0,0,C01,4915080.0,16572
M3,E,0,0,C01,2339942.0,9053
M3,E,0,1,C01,16941285.0,44593
M7,I,0,1,C01,5001660.0,6364
M7,S,0,0,C01,53494713.0,64517
M4,E,25,1,C01,44841261.0,180808
M4,E,0,0,C01,20809789.0,38146
M4,S,0,1,C01,38785860.0,107282
M7,S,0,0,C01,26336770.0,74504
M2,S,0,1,C01,9769140.0,14155
M3,E,0,2,C01,20866788.0,38408
M2,E,0,0,C02,2148120.0,5422
M3,E,0,0,C01,3870120.0,6203
M4,E,0,3,C01,97361096.0,219807
M7,E,0,0,C01,7585800.0,14275
M7,S,2,0,C01,17542500.0,36985
M3,E,0,1,C01,6400740.0,15407
M2,E,0,0,C02,4662000.0,13220
M7,I,0,1,C01,12353040.0,22323
M4,E,0,0,C01,7977144.0,39398
M7,E,0,1,C02,18139320.0,64495
M4,S,3,0,C01,3204120.0,11165
M7,S,0,0,C01,9171780.0,26800
M3,S,0,1,C01,63825780.0,119442
M4,E,0,0,C02,6718683.0,12199
M3,S,0,0,C01,25677550.0,110994
M2,E,0,0,C01,1819800.0,5275
M3,E,0,0,C01,21346920.0,44835
M2,S,0,0,C01,5789580.0,13879
M3,S,0,0,C01,6023160.0,13056
M3,S,6,2,C01,21509520.0,52613
M7,S,0,0,C02,10808431.0,36674
M4,S,0,0,C01,31709430.0,84552
M4,S,0,1,C02,39816060.0,99997
M2,S,0,0,C01,19246560.0,15146
M2,E,0,1,C01,52546080.0,162739
M4,E,0,0,C01,26770020.0,102641
M7,S,0,1,C01,30502260.0,47313
M4,I,0,2,C01,89268857.0,98597
M7,E,0,0,C01,13201004.0,20779
M3,S,0,1,C01,12467160.0,26633
M7,S,0,1,C01,3631800.0,7129
M3,E,0,0,C01,4832876.0,22180
M3,H,12,1,C01,30233882.0,94189
M2,S,0,0,C01,10361940.0,9632
M3,S,0,1,C01,41656260.0,85064
M4,E,0,1,C01,3016680.0,6704
M4,S,0,1,C02,16522680.0,33046
M4,S,9,3,C01,66007651.0,183579
M4,S,0,0,C01,6583980.0,38664
M4,E,0,0,C02,1814100.0,5075
M3,S,0,1,C01,35837911.0,38539
M3,S,0,0,C01,3277320.0,10390
M3,S,0,1,C01,54428820.0,138985
M4,E,0,1,C01,12639360.0,21857
M4,S,0,0,C01,8628420.0,13101
M7,E,2,1,C01,44087826.0,128127
M4,E,10,0,C01,17422380.0,64316
M4,S,0,2,C01,69708960.0,145766
M1,S,0,0,C01,6062400.0,6694
M3,E,3,1,C01,44932500.0,158211
M7,E,0,0,C01,13121820.0,32461
M3,E,0,1,C01,35185242.0,157579
M7,H,0,0,C01,6898740.0,8430
M4,H,0,0,C01,30488040.0,25441
M3,S,0,1,C01,37826520.0,85671
M3,E,0,1,C02,24813240.0,78092
M7,E,0,1,C01,6217970.0,12654
M3,S,0,1,C01,16488180.0,35792
M7,I,0,1,C01,18130445.0,29238
M4,E,0,0,C01,14924160.0,34319
M4,H,0,1,C01,31718520.0,20864
M4,E,0,0,C01,14336520.0,32668
M4,E,0,2,C01,33373200.0,45073
M3,E,0,2,C01,40009253.0,66526
M2,E,0,1,C01,11407812.0,22190
M2,S,0,0,C01,13070188.0,6822
M7,E,1,1,C01,36978540.0,75282
M4,I,0,1,C01,35752140.0,51974
M3,H,0,0,C01,4841040.0,14614
M4,I,0,0,C01,47600100.0,46408
M3,E,0,0,C01,25639080.0,38509
M4,S,0,0,C01,24191410.0,73491
M3,S,0,0,C01,3805410.0,11226
M3,E,0,0,C01,2838240.0,7276
M7,S,0,2,C01,52090992.0,179562
M3,E,0,1,C01,26376300.0,101465
M7,E,0,1,C01,10806180.0,38969
M4,I,0,0,C01,17432160.0,17499
M4,S,0,0,C01,24621900.0,73660
M3,S,0,0,C01,12081960.0,12807
M3,E,0,1,C01,7507220.0,26299
M3,S,1,2,C01,14430157.0,56219
M3,E,0,2,C02,32642280.0,61920
M7,S,1,1,C01,41217960.0,114954
M3,S,1,0,C01,15042540.0,18288
M2,S,0,0,C01,8809920.0,20173
M7,I,0,1,C01,51813120.0,83397
M7,S,0,0,C01,3018720.0,6560
M2,I,0,0,C01,8882100.0,28137
M3,E,0,1,C01,26347560.0,60395
M7,E,0,2,C01,59515020.0,176030
M3,S,0,1,C01,4311060.0,6161
M2,E,0,0,C01,4995022.0,20068
M3,I,0,0,C01,11918940.0,8740
M3,S,0,1,C01,8534100.0,23241
M4,S,0,1,C01,35493360.0,120352
M3,E,0,1,C02,33511860.0,56806
M4,E,0,0,C01,9153060.0,20806
M7,S,0,0,C01,38629140.0,72461
M3,E,0,0,C01,2656800.0,10809
M4,E,0,1,C01,5927031.0,23667
M4,S,0,0,C02,1369200.0,6590
M4,E,0,1,C02,33767940.0,63894
M4,E,0,0,C02,5870820.0,16931
M7,S,0,0,C01,11151720.0,44319
M1,E,0,0,C01,6071820.0,15497
M3,E,0,0,C02,7942500.0,13683
M2,E,16,0,C01,25840980.0,77234
M7,S,0,0,C01,5613480.0,6118
M7,S,0,0,C02,5268439.0,7872
M7,E,0,0,C02,18657360.0,28652
M1,S,0,0,C01,22453320.0,90276
M3,S,0,0,C01,3016887.0,7914
M3,E,0,0,C01,19247306.0,55993
M4,S,0,1,C01,36441120.0,132995
M5,S,0,1,C02,40003020.0,17096
M7,S,0,1,C01,47620680.0,124690
M7,E,3,1,C02,35070178.0,173176
M7,S,0,0,C01,17537154.0,56190
M7,E,0,1,C01,17080620.0,90864
M2,E,1,1,C01,29019388.0,58246
M2,S,0,0,C01,4776488.0,14749
M2,E,0,1,C01,53977860.0,66572
M3,E,0,0,C01,5188563.0,6128
M4,E,21,1,C01,30275331.0,38580
M4,I,0,1,C01,32215440.0,57764
M4,S,0,1,C01,10974240.0,7190
M4,S,0,0,C01,2852700.0,11025
M3,E,0,0,C01,9939300.0,23342
M7,E,1,1,C01,10642920.0,28456
M4,S,0,1,C01,22366860.0,21549
M3,H,0,0,C01,3049891.0,7490
M7,E,0,0,C01,10272571.0,15097
M4,E,3,0,C01,3868020.0,11748
M7,E,0,2,C01,60300354.0,148202
M3,E,0,0,C01,12630000.0,74484
M3,S,0,0,C01,11481900.0,50961
M4,S,0,0,C02,30481440.0,63472
M7,S,0,0,C01,24792075.0,53626
M3,E,0,0,C01,7603260.0,23262
M3,E,0,0,C01,12433980.0,42883
M2,S,0,0,C01,3105196.0,6292
M4,S,0,0,C01,9568762.0,26780
M3,S,0,1,C01,24516420.0,72194
M4,E,0,1,C02,7958480.0,23694
M4,E,0,0,C01,14764200.0,34117
M4,S,0,2,C01,59604863.0,172004
M3,S,0,0,C01,6295920.0,12787
M3,S,0,0,C01,16764480.0,28879
M4,E,0,2,C01,51238307.0,152956
M3,E,0,0,C01,10943760.0,22812
M3,S,0,0,C01,33259140.0,69751
M4,E,0,2,C01,57631320.0,78557
M4,E,0,1,C02,33275880.0,100883
M3,H,0,1,C01,29649360.0,35275
M7,E,0,0,C01,38031240.0,102134
M7,E,0,0,C01,12094140.0,32677
M3,E,0,1,C01,18717733.0,36022
M4,E,0,0,C01,19366800.0,47920
M2,E,0,0,C01,10385294.0,11853
M2,I,0,2,C01,70916880.0,113779
M4,E,0,0,C02,16789226.0,37804
M1,E,0,0,C01,18650160.0,66614
M7,S,0,0,C02,11418180.0,24942
M2,S,0,0,C02,31446720.0,57956
M7,S,0,1,C01,11746620.0,10453
M4,S,0,0,C01,11905800.0,25840
M4,I,0,1,C01,16044540.0,32237
M3,E,0,0,C01,2838430.0,5630
M2,S,0,0,C01,3953903.0,6988
M7,E,0,0,C01,18767340.0,35806
M2,E,32,3,C02,70687418.0,203216
M4,E,0,1,C02,41132520.0,111052
M3,H,0,0,C01,3177451.0,7690
M7,S,0,0,C01,4143670.0,9292
M7,S,1,1,C01,30572134.0,75373
M4,E,0,1,C01,12781444.0,13328
M2,E,0,0,C01,10879440.0,41117
M3,H,0,1,C01,5637635.0,6058
M2,S,0,0,C01,10816260.0,9370
M3,E,0,1,C02,32580043.0,63684
M4,S,0,1,C01,70162258.0,149157
M7,I,0,1,C01,27121680.0,41261
M3,E,0,0,C01,3338344.0,5599
M4,I,0,1,C01,12278033.0,23617
M2,H,0,0,C01,6907920.0,12159
M4,E,0,0,C01,18209220.0,73281
M4,S,0,1,C01,24014340.0,30004
M7,S,0,0,C01,11427840.0,22008
M4,S,0,0,C01,19436700.0,77698
M7,S,0,1,C02,27188786.0,76505
M4,E,0,0,C01,4078440.0,9868
M4,S,0,1,C02,27965340.0,129437
M7,E,0,1,C01,21099660.0,52758
M3,S,0,0,C01,1810864.0,5869
M2,S,0,0,C02,58138860.0,78525
M2,S,0,0,C01,5599320.0,12253
M7,E,0,0,C02,19263252.0,91449
M4,H,0,1,C01,5956916.0,9290
M4,E,0,1,C01,25654200.0,65990
M3,S,0,2,C01,67723380.0,112319
M3,E,0,0,C01,6060776.0,10580
M4,S,0,0,C01,2994180.0,7318
M4,S,0,1,C01,23244535.0,55571
M3,E,0,0,C01,3793080.0,12103
M3,S,0,1,C01,7866300.0,12260
M4,E,0,1,C02,12787609.0,15728
M2,E,0,1,C01,47345040.0,91899
M3,I,0,1,C01,38698440.0,18096
M7,E,0,0,C01,10884222.0,33370
M4,S,0,0,C01,3283980.0,5049
M4,E,6,0,C01,11558460.0,37108
M2,S,0,0,C01,32220600.0,60035
M7,H,0,0,C01,15633000.0,5478
M7,S,0,0,C01,22203943.0,63457
M2,I,0,1,C01,19497272.0,23415
M3,E,0,1,C01,17639220.0,47355
M3,S,0,0,C02,7942740.0,30404
M3,I,0,0,C01,24012000.0,13192
M2,E,0,0,C01,17702138.0,62865
M4,I,0,0,C01,35321428.0,57395
M4,E,0,1,C01,19225791.0,29593
M2,S,0,0,C01,3122330.0,11874
M3,E,0,0,C01,17544360.0,30947
M4,E,0,2,C01,58472373.0,124401
M3,E,0,1,C01,36377290.0,115723
M3,E,0,1,C01,23308320.0,36499
M4,E,0,1,C01,9863460.0,9864
M7,E,2,1,C01,35508180.0,72579
M2,E,0,1,C01,17809920.0,26894
M3,E,0,1,C01,18644838.0,44206
M4,E,0,0,C01,16868747.0,75607
M2,S,0,0,C01,21319859.0,33047
M3,I,0,0,C01,14060640.0,16061
M3,H,0,0,C01,7851300.0,11061
M4,S,0,1,C02,46739460.0,101175
M2,E,0,2,C01,50910552.0,21493
M4,E,0,1,C02,46503780.0,68386
M7,S,0,0,C02,10206060.0,14896
M4,E,0,1,C01,14596500.0,61727
M7,S,0,0,C02,4066140.0,22530
M7,E,0,0,C01,7271520.0,31961
M7,H,0,1,C02,36363180.0,26360
M7,E,0,0,C02,14420632.0,37512
M3,S,0,0,C01,19941120.0,37868
M3,E,0,1,C02,58812780.0,225191
M2,S,0,1,C02,21774720.0,19350
M7,S,0,1,C01,55556069.0,94271
M4,E,0,2,C02,92598120.0,297296
M3,E,3,0,C01,3732960.0,9445
M4,E,0,0,C02,3446040.0,14488
M4,S,0,2,C01,92633700.0,157462
M3,I,0,1,C01,64003620.0,139875
M3,I,0,0,C01,21320220.0,87985
M7,I,0,1,C01,7067160.0,15930
M4,E,0,1,C01,15295260.0,50068
M7,E,0,1,C01,12092040.0,34442
M4,S,0,1,C02,12613620.0,20863
M3,E,0,1,C01,78515290.0,257052
M3,S,0,0,C02,5530740.0,13768
M4,S,0,1,C02,53322660.0,80187
M2,S,0,2,C01,47104320.0,137382
M4,E,0,1,C01,41284677.0,56584
M7,S,0,0,C02,16588278.0,38049
M3,E,0,1,C01,3296640.0,5581
M3,E,0,1,C01,41312640.0,40363
M4,E,0,0,C01,10283580.0,25830
M4,H,2,0,C01,7503720.0,12508
M7,S,0,1,C01,11343144.0,37884
M7,E,0,0,C01,29823253.0,48899
M7,S,0,0,C01,4558164.0,13281
M1,S,0,0,C01,40185720.0,146367
M4,S,2,1,C01,39144480.0,100374
M4,E,0,0,C01,4562160.0,17957
M4,S,0,0,C01,4215362.0,10916
M4,I,0,1,C01,48103020.0,67047
M1,E,0,2,C01,45946715.0,144953
M4,E,0,0,C02,2930760.0,6031
M4,S,0,3,C02,68587380.0,184095
M3,S,0,0,C01,6674280.0,19844
M4,S,0,0,C02,5871780.0,14044
M3,S,0,0,C01,12620372.0,35897
M4,S,0,0,C01,15642397.0,40492
M3,S,0,0,C01,15879369.0,42945
M2,S,0,1,C02,32829120.0,105931
M4,S,0,0,C02,1813740.0,6097
M3,E,0,0,C01,13034701.0,31376
M4,S,3,0,C01,2735640.0,6248
M3,E,0,1,C01,29634000.0,62638
M1,S,0,0,C01,11772319.0,28113
M3,S,0,0,C01,14915129.0,28957
M3,E,21,3,C01,71800680.0,264769
M4,S,0,1,C02,58000956.0,128560
M4,I,0,1,C01,61052040.0,124916
M4,E,0,2,C02,38165804.0,68438
M7,S,0,0,C01,7364220.0,9154
M7,E,1,0,C01,6072240.0,14172
M2,S,0,0,C01,33951660.0,107803
M2,S,0,0,C02,16422000.0,37094
M2,S,0,3,C02,23683320.0,53862
M3,S,0,1,C01,8203938.0,11182
M4,E,0,0,C01,10372860.0,20689
M3,I,0,0,C01,50005980.0,64125
M4,S,1,0,C01,14079705.0,42252
M4,S,0,0,C01,6806485.0,13234
M1,S,0,0,C01,4938748.0,14230
M3,E,0,0,C01,7152120.0,28215
M3,E,1,0,C01,2393220.0,5023
M7,E,1,1,C01,42317259.0,123376
M3,S,1,1,C01,22814959.0,51714
M3,E,0,0,C01,37397909.0,125488
M4,E,0,2,C01,47241601.0,171957
M7,E,0,1,C01,28535431.0,62988
M4,S,0,0,C01,45435060.0,48700
M7,E,0,1,C01,40012320.0,60028
M3,E,0,1,C01,21779752.0,41751
M3,E,3,0,C01,31610820.0,57144
M4,S,0,1,C01,5338620.0,11887
M4,E,0,1,C01,7170660.0,11559
M3,E,0,0,C01,2137803.0,5937
M3,I,0,1,C01,15119520.0,16272
M4,S,0,0,C01,6658540.0,12770
M7,S,0,1,C01,51056040.0,156596
M7,E,0,0,C01,1194308.0,5496
M4,S,0,1,C01,33182756.0,59798
M3,S,0,0,C01,9675307.0,22641
M7,E,1,0,C01,38081166.0,105422
M3,S,1,1,C01,19357440.0,53161
M4,S,0,1,C01,31540560.0,56632
M4,S,0,1,C01,34316526.0,55880
M4,E,0,0,C01,9695460.0,18529
M4,S,0,0,C01,16840980.0,35287
M4,S,0,0,C01,22376820.0,80558
M2,E,0,0,C02,11557740.0,37627
M2,S,0,0,C02,6739197.0,19746
M7,E,1,0,C01,36258206.0,76860
M2,S,0,1,C01,6096360.0,11795
M4,S,0,1,C01,12417756.0,41248
M2,E,0,0,C01,11860859.0,20886
M7,S,0,0,C01,5357580.0,6761
M3,I,0,0,C01,7180054.0,5869
M4,E,0,1,C01,59263998.0,188382
M3,S,0,0,C01,12264180.0,36829
M4,S,0,0,C01,3265500.0,6045
M3,H,0,0,C01,33697847.0,85010
M7,S,0,1,C02,43816908.0,94784
M2,E,0,2,C02,62360220.0,102320
M4,S,0,0,C02,11390520.0,23409
M2,E,0,0,C01,4129113.0,9449
M3,E,2,1,C01,35070480.0,85502
M3,E,0,0,C01,8397079.0,24758
M3,H,0,0,C01,12867540.0,17909
M7,E,0,0,C01,14840820.0,27927
M3,E,0,1,C01,41467440.0,69678
M4,S,0,0,C01,7750260.0,22168
M4,E,0,0,C02,2088060.0,6600
M3,E,0,1,C01,24023700.0,34557
M2,E,0,0,C01,4685908.0,14847
M3,I,0,1,C02,44298120.0,85951
M3,E,0,1,C01,59908211.0,99597
M2,E,13,1,C01,21336780.0,44003
M5,S,0,1,C02,27460935.0,25711
M4,E,0,0,C01,1134420.0,6269
M4,S,4,0,C01,17011450.0,34238
M2,S,0,1,C01,34403760.0,39951
M3,S,1,0,C01,22462200.0,56156
M4,E,0,0,C01,23049840.0,49014
M3,E,0,1,C01,48398448.0,97293
M3,S,1,0,C01,2918220.0,7487
M2,E,0,0,C01,10211760.0,19407
M4,E,0,1,C01,16337460.0,65238
M2,S,0,0,C01,20226031.0,27859
M4,E,0,1,C01,19240080.0,18900
M4,S,0,2,C01,66071460.0,202456
M2,S,0,1,C02,34648500.0,55318
M4,E,0,0,C01,24447321.0,74123
M3,E,0,0,C01,6927312.0,16244
M4,E,8,2,C01,37051644.0,95089
M4,S,0,1,C01,27883977.0,54861
M4,S,0,0,C01,8997110.0,18351
M3,H,0,0,C01,26694000.0,57339
M3,E,0,0,C01,9521782.0,10843
M4,I,0,1,C01,15543960.0,9280
M4,E,0,0,C01,7850940.0,15102
M2,S,0,0,C01,14355660.0,11121
M4,S,0,0,C01,10810140.0,15257
M3,E,0,1,C01,17185500.0,62217
M3,S,0,0,C01,18594447.0,36148
M7,S,0,0,C01,2234288.0,5615
M4,E,0,0,C02,12032520.0,30400
M7,S,0,0,C01,16403880.0,46009
M4,S,0,1,C01,31284840.0,128868
M3,S,0,0,C01,13391106.0,37671
M3,E,0,0,C01,5171760.0,12072
M3,E,0,1,C01,10287660.0,43118
M7,S,1,0,C01,28837899.0,56155
M4,E,0,0,C01,12871380.0,68581
M7,E,3,0,C01,10886040.0,35951
M4,E,0,0,C01,5717160.0,29345
M7,E,0,0,C01,5367059.0,6994
M4,E,0,1,C01,23511360.0,44740
M3,E,2,1,C01,53893722.0,122508
M2,I,0,1,C01,18146424.0,15185
M4,S,0,0,C02,9418500.0,9852
M4,S,0,0,C01,5036760.0,8905
M2,S,1,0,C01,3001140.0,6966
M2,S,0,1,C01,38121571.0,65300
M3,I,0,0,C01,5600100.0,7369
M1,E,0,0,C01,2605730.0,6113
M2,S,0,0,C01,19500937.0,36915
M3,H,0,0,C01,13568880.0,11688
M7,E,0,0,C01,9057882.0,24070
M7,S,0,0,C02,4309238.0,13283
M3,S,0,2,C01,2775178.0,5694
M3,I,0,0,C01,8196060.0,10722
M4,E,0,2,C01,50868190.0,38495
M4,E,0,0,C01,10370156.0,25946
M4,E,0,0,C01,4819380.0,5542
M4,H,27,4,C01,102734220.0,359071
M3,I,0,1,C01,26967060.0,15337
M3,E,0,1,C02,15982858.0,70785
M7,E,0,0,C01,32764749.0,144869
M7,S,0,0,C02,7788185.0,11800
M3,S,0,1,C01,34904931.0,76362
M7,S,0,0,C02,26710293.0,71058
M3,S,0,0,C01,2668478.0,8274
M3,S,0,1,C01,22616640.0,112800
M7,E,0,0,C01,38536560.0,64222
M3,S,0,1,C01,24705720.0,60233
M4,S,0,0,C01,21287704.0,56252
M7,E,0,0,C01,1802520.0,5000
M4,E,0,0,C01,2327820.0,9946
M3,S,0,0,C01,14077320.0,24556
M7,S,0,2,C02,71631480.0,130833
M3,E,0,0,C01,6566141.0,13750
M3,I,0,0,C01,9073920.0,16989
M4,S,0,1,C01,9831182.0,28618
M3,S,0,1,C01,22907760.0,65680
M4,S,0,0,C01,41191320.0,75359
M3,S,0,0,C01,11312813.0,23369
M3,S,1,0,C01,17726436.0,37958
M4,E,0,1,C01,3125604.0,11157
M7,S,2,1,C01,36381120.0,96371
M3,E,0,1,C01,20500020.0,46100
M3,S,0,1,C01,11333125.0,22270
M2,E,0,1,C02,37473780.0,120886
M4,I,0,0,C01,21709624.0,46806
M7,E,0,1,C02,14146441.0,52004
M2,E,0,0,C01,10798260.0,25394
M3,E,0,1,C01,54602400.0,67792
M3,I,0,0,C01,12283931.0,11320
M4,S,0,0,C02,3603000.0,6721
M7,H,0,0,C01,8616420.0,10973
M7,S,0,0,C01,6649647.0,17438
M3,S,0,1,C01,11448094.0,32495
M3,S,1,1,C01,13903620.0,35764
M4,S,0,0,C01,14700658.0,38493
M7,S,0,0,C01,1792500.0,7000
M4,E,0,0,C01,4039320.0,11756
M3,E,0,0,C01,8117358.0,31661
M3,E,0,1,C01,3531840.0,6791
M3,S,0,0,C01,20534221.0,29066
M4,S,0,0,C01,3442380.0,6133
M3,E,0,0,C02,4833840.0,13720
M2,S,0,1,C01,37657415.0,77254
M4,I,0,1,C01,10860600.0,22201
M2,E,0,1,C02,2404200.0,5162
M3,E,0,0,C01,38257020.0,54885
M4,E,0,1,C01,47604120.0,87428
M2,E,0,0,C01,7271040.0,14151
M7,S,0,1,C01,27222649.0,41512
M7,E,0,0,C01,16329480.0,69651
M2,S,0,0,C01,7781700.0,13672
M3,S,1,0,C02,4925580.0,11017
M3,I,0,1,C01,13311180.0,32620
M4,S,0,1,C01,37067760.0,142304
M3,S,0,0,C01,8529988.0,17041
M4,S,0,1,C02,26689020.0,101323
M3,E,0,0,C02,9565140.0,31221
M4,S,0,1,C01,48396035.0,110649
M7,S,0,0,C01,13306283.0,21291
M2,S,0,1,C02,18145860.0,19755
M3,S,0,1,C01,17179086.0,33814
M3,H,0,0,C01,6488929.0,8258
M3,E,0,2,C02,51219480.0,92993
M4,S,0,0,C01,2588880.0,7269
M2,E,0,1,C01,36560618.0,100649
M4,S,0,0,C01,26863548.0,74742
M4,E,0,0,C02,34136400.0,59047
M7,S,0,1,C02,70601519.0,113205
M7,S,0,0,C01,7581946.0,22441
M3,E,0,0,C01,15453120.0,42523
M4,S,1,0,C01,5870520.0,11646
M4,E,0,0,C01,28006020.0,40294
M7,S,2,1,C02,29717580.0,42119
M7,S,0,0,C02,7603287.0,37462
M2,S,0,1,C01,20488680.0,37606
M4,E,0,0,C02,3290340.0,6326
M3,E,0,2,C02,59784420.0,201090
M7,E,0,0,C02,22534560.0,65638
M4,E,0,0,C01,1021920.0,5676
M3,E,0,0,C01,9957600.0,11739
M3,E,0,0,C02,3949137.0,10277
M4,S,10,2,C01,43612560.0,63373
M4,E,0,2,C02,54244030.0,197609
M4,S,0,3,C02,59688000.0,174695
M7,H,0,1,C01,30212700.0,17751
M2,H,0,0,C01,10783140.0,39637
M4,E,0,1,C01,32296255.0,91107
M3,H,0,0,C01,7762736.0,16935
M2,E,0,0,C01,4917286.0,10672
M4,E,0,0,C01,4143360.0,12144
M7,S,0,0,C01,27961022.0,71767
M4,E,0,0,C01,3028800.0,5951
M7,E,0,1,C02,55740720.0,330731
M4,E,0,0,C02,33723846.0,114751
M5,S,0,0,C02,16511040.0,26617
M4,E,0,1,C01,28608420.0,81498
M3,E,0,0,C01,27118417.0,53105
M4,E,0,1,C02,13230824.0,23250
M7,E,0,0,C01,12078360.0,64814
M2,S,0,2,C02,60114793.0,156449
M4,E,0,1,C01,34581180.0,79821
M2,S,0,0,C01,3090914.0,5278
M2,S,0,0,C01,3814200.0,5235
M4,S,0,0,C01,7773595.0,13562
M2,E,1,0,C01,3709916.0,11590
M2,S,0,2,C01,26529240.0,72418
M4,S,0,1,C02,55706820.0,185334
M7,S,0,1,C02,30842280.0,54778
M7,S,0,0,C01,13807695.0,68932
M3,E,0,0,C01,10038709.0,39014
M3,S,0,0,C01,11506200.0,51207
M4,E,0,0,C02,1447440.0,8689
M7,H,0,0,C01,12438120.0,16768
M3,I,0,1,C01,22476600.0,58621
M7,E,0,0,C02,26256840.0,93353
M4,S,0,0,C01,11323302.0,29399
M3,E,0,1,C01,38247867.0,88448
M7,S,0,1,C01,37767681.0,111534
M3,E,0,0,C01,16579260.0,41781
M3,I,0,1,C01,36886620.0,36396
M4,I,0,1,C01,7503480.0,12390
M4,E,0,0,C02,17023140.0,58735
M7,S,0,0,C01,33774548.0,36163
M3,S,0,0,C01,21683040.0,46144
M4,E,0,1,C01,5391890.0,10414
M3,S,0,2,C01,57969420.0,96877
M4,E,0,0,C01,44737140.0,139658
M4,E,0,3,C01,83393700.0,207380
M4,S,0,1,C01,16930080.0,62325
M2,S,2,0,C01,13907830.0,20744
M7,E,1,0,C01,5159460.0,15035
M4,S,0,0,C01,10012898.0,36299
M3,E,0,1,C01,18751800.0,49020
M3,E,0,0,C01,2066340.0,5610
M2,S,0,0,C01,11330880.0,41302
M3,E,4,0,C01,36883380.0,37130
M3,E,0,0,C01,62355180.0,126299
M7,E,0,0,C02,4313220.0,24026
M4,E,0,0,C01,8916180.0,22498
M2,S,0,0,C01,5897631.0,15697
M4,S,1,1,C01,20711237.0,76185
M3,E,0,0,C01,9768000.0,19936
M7,E,0,0,C01,3607440.0,5908
M4,S,4,1,C01,32980380.0,75972
M7,S,0,0,C02,8540820.0,19152
M4,E,0,0,C01,12437100.0,19991
M3,S,0,0,C01,12699780.0,31853
M7,S,0,1,C01,24887640.0,35591
M3,S,0,0,C01,11428443.0,27434
M3,S,0,0,C01,12087120.0,53829
M4,S,1,0,C01,4143240.0,10769
M1,E,0,0,C01,13723740.0,35828
M3,I,0,0,C01,8886780.0,7510
M7,E,0,0,C01,3961445.0,9431
M4,E,0,0,C01,13907523.0,43846
M7,S,3,0,C02,11404140.0,61348
M3,I,0,1,C01,3283080.0,8226
M7,E,0,1,C02,16500840.0,87107
M4,E,0,0,C02,10446300.0,42825
M7,S,0,0,C01,28071832.0,101370
M7,S,1,0,C01,22118579.0,47895
M7,S,0,0,C01,13305720.0,38233
M7,E,0,1,C02,12691440.0,45509
M4,E,0,0,C01,4936560.0,8346
M4,S,0,1,C01,39284460.0,73719
M7,I,0,1,C01,10880880.0,23078
M4,E,0,1,C01,14740569.0,29016
M4,S,0,0,C01,2945940.0,6530
M4,E,0,0,C01,22992360.0,50500
M7,S,0,1,C01,15309068.0,56281
M4,S,0,0,C01,16606200.0,25925
M3,S,0,0,C01,2415213.0,7414
M4,I,0,0,C01,16067880.0,37691
M7,E,0,1,C01,22631040.0,39707
M4,S,0,1,C01,6741840.0,30022
M7,S,0,0,C01,3002160.0,15624
M4,E,0,0,C01,8906809.0,22465
M2,E,0,0,C01,33451709.0,69529
M3,S,0,0,C01,4227840.0,11809
M4,S,0,0,C01,23519160.0,37087
M3,S,0,0,C01,3092569.0,6705
M3,S,1,0,C02,10979951.0,29473
M4,E,0,0,C02,6060060.0,16633
M2,S,0,0,C01,8363347.0,29347
M4,E,0,1,C01,39147180.0,54301
M3,E,0,0,C01,9285616.0,36774
M3,E,1,0,C01,21704619.0,40920
M7,E,0,1,C01,3562740.0,8459
M2,E,0,1,C01,22286040.0,102401
M7,E,0,1,C02,10370651.0,36769
M7,E,0,0,C01,11424300.0,28653
