model,site,nb_deg,nb_pm,component,ttf,ctf
M2,S,0,1,C01,18150300.0,25845
M7,S,0,0,C02,17114093.0,47008
M3,I,0,1,C01,57465177.0,65246
M3,E,0,1,C01,40511908.0,81108
M1,E,0,0,C01,7620660.0,20435
M3,S,0,0,C01,19118580.0,47090
M3,E,0,1,C02,58411380.0,152745
M7,S,0,0,C01,1804800.0,5802
M7,E,3,1,C01,15542280.0,45852
M4,E,5,0,C02,32977050.0,80948
M3,E,0,1,C02,13213560.0,34351
M7,E,3,1,C01,29275620.0,195262
M2,S,0,1,C02,29022000.0,79068
M7,E,42,1,C01,46745024.0,183654
M7,E,0,1,C01,34923300.0,51686
M3,S,1,0,C01,26095500.0,58958
M4,S,0,1,C01,31029840.0,53372
M2,I,0,2,C02,97433433.0,13962
M7,H,5,1,C01,16478760.0,36078
M2,H,0,0,C01,28079777.0,8205
M3,S,0,0,C02,5095620.0,11128
M3,E,0,0,C01,3168480.0,6332
M2,I,0,2,C01,62641422.0,19542
M2,E,30,1,C02,16853225.0,38597
M4,E,0,1,C01,38361660.0,77047
M2,S,0,2,C01,90889920.0,171720
M1,E,0,1,C01,7512960.0,7173
M3,S,0,1,C02,22314120.0,34732
M3,E,0,0,C01,2440677.0,6111
M3,E,0,2,C01,44067720.0,76823
M2,E,0,0,C01,25498097.0,83458
M4,E,0,0,C01,4492860.0,6763
M2,E,0,1,C01,47885195.0,119728
M7,E,0,2,C01,85000262.0,167754
M2,S,0,0,C02,3625800.0,10027
M4,E,2,1,C01,27754453.0,59455
M4,S,0,0,C01,4322760.0,25600
M3,E,0,1,C01,5788278.0,20840
M4,I,0,1,C01,7427400.0,22044
M4,E,0,2,C01,10032180.0,20555
M4,S,0,0,C01,2321520.0,6086
M4,I,8,0,C01,8026560.0,18923
M4,S,0,1,C01,34560120.0,97890
M7,S,0,1,C02,21074280.0,44164
M4,E,12,0,C02,2325720.0,6645
M2,E,2,1,C02,60921561.0,146909
M3,H,0,0,C01,10089240.0,13007
M3,S,4,0,C01,1717320.0,5053
M4,E,0,1,C02,16220303.0,36010
M2,E,0,1,C01,19795440.0,58670
M2,S,0,0,C02,15614160.0,16259
M3,E,0,3,C01,88291440.0,230753
M7,E,0,1,C02,29455774.0,49273
M4,I,0,0,C01,14754794.0,12573
M2,S,0,0,C01,8701686.0,18992
M4,E,0,0,C01,6486120.0,8839
M3,I,0,0,C01,7415100.0,8191
M3,S,0,0,C01,22029360.0,53677
M3,E,0,0,C01,43540800.0,111056
M4,E,0,0,C01,4216740.0,9012
M4,E,0,1,C02,33863940.0,59330
M3,S,0,0,C01,16259499.0,36097
M2,I,0,1,C01,2495641.0,5139
M3,E,0,1,C02,76403340.0,207429
M2,E,0,1,C01,58572300.0,150837
M3,S,0,0,C01,16903110.0,66935
M4,S,3,0,C02,9057096.0,41802
M3,E,0,0,C01,4229040.0,11761
M3,I,0,0,C01,9668760.0,14445
M2,E,4,0,C01,2147940.0,6344
M7,E,0,0,C01,45445320.0,210093
M7,E,0,1,C02,38599682.0,115258
M4,S,0,1,C01,12705060.0,30824
M4,S,0,0,C01,14078880.0,46298
M2,S,0,1,C02,20737338.0,50522
M7,E,0,1,C01,41477426.0,59336
M3,E,0,0,C01,40176300.0,85454
M3,E,0,0,C01,20485200.0,49822
M3,I,0,0,C01,12606060.0,18534
M3,S,1,1,C02,29814990.0,68252
M7,S,0,0,C02,32827980.0,39774
M4,E,0,0,C01,39902593.0,77918
M2,E,1,1,C01,10450200.0,42441
M2,S,0,1,C02,39411992.0,115166
M4,E,3,0,C02,10017960.0,29249
M3,S,0,0,C01,3439740.0,10531
M3,E,0,1,C01,13854089.0,44697
M4,E,0,0,C01,5984520.0,18436
M4,S,0,1,C01,16859841.0,37291
M4,S,0,0,C02,21508380.0,31257
M2,S,0,0,C01,11835480.0,26556
M4,E,0,2,C01,47683560.0,108474
M3,E,0,0,C01,28339991.0,82370
M3,I,0,1,C01,89746860.0,259804
M4,E,4,1,C01,35848158.0,92779
M4,E,0,1,C01,15378780.0,47555
M4,S,0,0,C02,4144112.0,5347
M4,E,0,0,C01,4567474.0,17795
M7,S,0,1,C01,5523540.0,6638
M3,S,0,0,C02,4927800.0,11424
M4,E,0,2,C01,68516784.0,289844
M4,E,0,1,C01,12441973.0,23191
M3,E,0,1,C01,4725908.0,14698
M3,S,0,0,C01,7158423.0,12395
M4,E,0,2,C01,55808880.0,238484
M3,E,0,0,C01,10307520.0,30613
M4,S,0,1,C02,21930240.0,63659
M3,H,0,1,C01,52598709.0,72666
M4,S,0,1,C01,2596500.0,6895
M4,S,0,1,C02,36874080.0,82756
M4,E,13,1,C02,31881300.0,99604
M7,E,0,1,C02,22133703.0,41418
M4,E,0,0,C02,11494589.0,15674
M4,S,0,0,C01,6660300.0,17254
M3,S,0,1,C01,2847660.0,7232
M4,S,0,0,C02,2869776.0,7130
M4,E,0,1,C01,7858320.0,8164
M3,S,0,1,C01,48454680.0,60288
M7,S,0,0,C01,12683483.0,37666
M7,S,0,1,C01,6566010.0,9027
M4,E,24,3,C01,55450260.0,152355
M7,E,0,1,C01,7445160.0,14130
M2,S,0,0,C02,7609020.0,27983
M4,E,0,0,C01,2334884.0,5421
M4,S,0,0,C02,3618900.0,6727
M2,E,0,0,C01,24697980.0,58364
M3,S,0,0,C01,12268037.0,23997
M3,S,0,1,C02,29187840.0,128598
M4,S,0,0,C01,3463260.0,19133
M4,S,1,0,C02,4054980.0,12940
M7,E,0,1,C01,12692400.0,60981
M4,I,0,1,C01,22365360.0,49076
M7,S,0,0,C01,3979380.0,10901
M4,E,0,0,C01,9673980.0,30072
M4,E,0,0,C02,2701680.0,5854
M4,E,0,0,C01,24623883.0,64533
M4,E,4,0,C01,15893511.0,50687
M2,E,0,0,C01,8826480.0,19024
M2,S,0,0,C01,3716766.0,7481
M4,E,0,0,C01,6059880.0,20337
M4,E,0,0,C01,77942760.0,66286
M1,S,0,0,C01,2080442.0,8459
M4,E,0,0,C01,14068791.0,32285
M3,S,0,0,C02,11346120.0,17093
M7,I,0,2,C01,28429980.0,58576
M4,E,0,0,C01,7016820.0,20386
M4,E,0,1,C01,21777313.0,28285
M3,S,1,0,C01,2235072.0,5867
M4,E,14,2,C01,71619726.0,135234
M2,E,0,2,C01,80783891.0,114529
M4,E,0,0,C02,2436840.0,6524
M2,S,1,1,C02,12723600.0,25304
M2,E,0,2,C02,64880640.0,189440
M4,S,0,0,C01,6400560.0,14490
M3,S,9,1,C01,7596401.0,25166
M3,S,0,0,C02,5178460.0,6457
M7,E,0,0,C01,18923520.0,28381
M3,S,0,0,C01,13671900.0,26454
M4,E,0,0,C01,15310991.0,38647
M4,E,0,0,C01,2511480.0,6057
M3,S,0,0,C02,3372371.0,11765
M4,I,0,1,C01,17208060.0,13879
M3,S,0,0,C01,2601128.0,5337
M7,E,0,0,C01,9668580.0,13637
M4,S,2,1,C01,24775680.0,49291
M2,S,0,0,C01,3353750.0,8352
M7,E,2,0,C01,10343698.0,23372
M3,I,0,0,C01,27183180.0,26107
M7,E,4,1,C01,58551660.0,309651
M3,H,0,0,C01,10624260.0,16008
M4,S,0,0,C02,7504920.0,25460
M4,S,0,0,C01,22561875.0,40355
M4,S,2,1,C01,8799848.0,23449
M4,E,0,0,C02,22708910.0,62715
M4,I,0,0,C01,21253380.0,10630
M3,E,0,0,C01,20037960.0,31369
M4,S,0,0,C01,2398800.0,5237
M7,S,0,0,C02,2168067.0,5433
M3,S,0,0,C01,7068000.0,12545
M2,S,0,0,C01,3438120.0,5328
M4,S,0,0,C01,42938760.0,107333
M7,E,0,0,C02,10279320.0,7244
M3,E,0,0,C01,16833000.0,27265
M3,S,0,0,C01,5427300.0,20933
M7,S,0,1,C01,19173840.0,54199
M3,E,0,0,C01,8074173.0,14941
M4,S,0,0,C02,7425726.0,10637
M1,S,0,0,C01,5866907.0,17895
M7,E,0,0,C01,16833166.0,51110
M4,S,0,0,C01,3192060.0,8584
M4,S,0,1,C02,10973878.0,37407
M3,S,3,0,C01,30732070.0,96623
M7,I,0,0,C01,9054660.0,16089
M3,S,0,0,C01,32737620.0,89299
M3,S,0,0,C01,19437711.0,62157
M7,E,0,0,C01,6207480.0,13533
M3,E,0,1,C01,12020381.0,13470
M2,S,0,0,C01,8450820.0,22937
M3,H,0,1,C01,38949660.0,30311
M7,S,0,1,C02,21597660.0,74455
M3,E,0,1,C01,15192660.0,47634
M3,E,0,1,C01,19595400.0,57839
M2,S,0,0,C01,18476460.0,67671
M7,S,0,0,C01,11817120.0,39369
M4,I,0,0,C01,5074594.0,7325
M3,E,0,0,C01,2353620.0,9684
M4,S,0,0,C01,4317030.0,6809
M4,S,0,3,C01,90706860.0,170859
M4,S,0,0,C01,2182880.0,7339
M3,H,0,0,C01,5171998.0,12945
M3,H,0,1,C01,5949923.0,13202
M7,S,0,0,C01,1812420.0,9748
M2,E,0,1,C01,4398900.0,10193
M4,E,0,0,C02,8029032.0,32790
M7,E,1,1,C01,29378280.0,119705
M3,H,0,1,C01,39831185.0,100053
M4,E,1,1,C01,40142162.0,81967
M3,I,0,0,C01,5845857.0,9808
M4,E,1,0,C01,13283100.0,27270
M3,E,0,0,C02,4229940.0,7396
M3,E,0,0,C01,4131432.0,12440
M3,S,0,1,C01,54233434.0,85813
M7,E,0,0,C02,1438369.0,8107
M3,E,0,1,C01,17876700.0,33305
M7,S,0,0,C01,8434368.0,22245
M4,S,0,0,C01,10445160.0,38010
M3,E,0,0,C01,5877445.0,8843
M4,I,0,3,C01,56236260.0,78923
M4,E,0,2,C01,54020040.0,131062
M4,E,1,0,C01,8905560.0,29807
M3,S,0,0,C01,30930671.0,72408
M4,E,0,0,C01,8401320.0,23696
M3,E,0,0,C02,12789702.0,29798
M4,E,6,0,C01,6824220.0,18256
M2,E,2,0,C01,20838368.0,54997
M7,S,0,0,C02,3537900.0,12107
M4,E,0,3,C01,94000920.0,273578
M2,S,0,0,C01,29985900.0,24900
M7,E,0,1,C01,34127580.0,167901
M3,S,0,1,C01,39391020.0,156772
M3,I,0,0,C01,4146823.0,5304
M3,S,0,0,C01,5529934.0,6775
M3,E,0,0,C01,20573580.0,43688
M7,E,0,0,C01,13112040.0,50410
M3,S,0,0,C01,3558016.0,9792
M4,S,0,1,C02,20818920.0,119361
M1,E,0,0,C01,16777442.0,26969
M7,E,0,1,C01,16324560.0,49378
M2,S,0,1,C01,9438127.0,25896
M7,E,0,1,C01,26636222.0,49955
M7,I,0,0,C01,15554460.0,34663
M3,E,0,0,C01,6121560.0,14261
M3,S,0,1,C01,29883892.0,74135
M3,S,0,0,C01,4930805.0,8503
M4,S,1,1,C02,37319880.0,87013
M3,E,0,0,C01,14633327.0,37878
M4,E,0,0,C02,9692520.0,11703
M7,S,0,0,C01,14512228.0,46370
M4,E,7,0,C01,5344320.0,9858
M2,S,0,1,C02,30941040.0,68546
M3,S,0,1,C01,46902780.0,78582
M7,S,0,1,C01,26017560.0,63174
M3,I,0,1,C02,60105300.0,119165
M7,H,5,1,C02,31439176.0,83876
M4,S,0,0,C01,14865655.0,42307
M3,E,0,1,C02,13997100.0,56978
M3,E,0,0,C01,25569848.0,64341
M5,S,0,0,C02,27733320.0,20419
M3,H,8,0,C01,14676642.0,41452
M2,S,0,1,C01,16342560.0,57055
M4,I,0,0,C01,16861270.0,8811
M4,S,2,1,C01,11399880.0,43464
M7,E,5,3,C01,70594860.0,137579
M3,E,0,0,C01,18663271.0,27853
M4,S,0,1,C01,31521540.0,153042
M2,E,0,0,C01,15741240.0,65334
M4,E,0,1,C01,18683400.0,30722
M3,I,0,0,C01,6313959.0,6846
M3,E,0,0,C02,10708500.0,30052
M3,E,0,1,C01,29713260.0,64144
M7,E,0,1,C01,28585801.0,43736
M4,E,0,0,C01,5361780.0,15328
M3,E,0,0,C01,5685835.0,17470
M4,E,0,1,C01,20582170.0,65946
M1,S,0,0,C02,7145160.0,16093
M1,S,0,0,C02,5517900.0,16276
M4,H,4,1,C01,21759660.0,18204
M2,S,0,0,C01,25215120.0,48568
M4,S,0,2,C02,41454900.0,8782
M3,I,0,1,C01,5955088.0,8645
M3,E,0,0,C01,8204400.0,13162
M4,S,0,0,C01,27824460.0,83100
M4,S,0,1,C01,2511240.0,8223
M3,S,0,0,C02,10306080.0,5623
M7,E,0,0,C01,29092993.0,79673
M7,S,0,0,C01,7323281.0,10061
M2,E,0,0,C02,2659980.0,7207
M4,S,0,1,C02,74220180.0,106366
M4,E,0,0,C01,9148620.0,41271
M3,H,0,0,C01,6464609.0,7637
M3,S,1,0,C01,6383098.0,15602
M3,I,0,2,C01,42004992.0,80326
M4,E,0,1,C02,1891800.0,5836
M7,E,0,0,C01,1739760.0,5519
M3,I,0,1,C01,37819680.0,38368
M4,S,0,0,C01,3967620.0,7936
M3,E,0,1,C01,4308060.0,7959
M4,S,0,0,C02,7620720.0,27640
M3,S,0,0,C01,3074994.0,9900
M2,S,0,0,C01,10877340.0,24973
M3,S,0,2,C01,13034940.0,32950
M7,I,0,1,C01,5221428.0,10176
M3,S,0,1,C01,13119731.0,54961
M4,S,0,0,C01,40774500.0,145558
M4,S,0,1,C01,62704393.0,77989
M3,E,5,1,C01,34890000.0,64592
M3,S,0,0,C01,2945580.0,5942
M7,E,0,1,C02,4742580.0,6448
M3,S,4,0,C01,10899600.0,27540
M2,E,38,2,C01,74121300.0,232240
M4,E,0,1,C01,18154920.0,102794
M7,E,4,1,C01,36809626.0,47805
M4,E,0,0,C01,1800175.0,10538
M3,S,0,0,C01,6037380.0,20139
M7,S,0,1,C01,38081640.0,94348
M4,S,0,1,C01,43284000.0,74206
M4,E,0,2,C01,37144080.0,146874
M4,E,0,0,C01,14706180.0,35169
M3,S,0,1,C01,17268248.0,22250
M4,E,0,0,C01,3354795.0,13398
M2,E,0,0,C01,3901560.0,22821
M2,E,0,1,C02,23316600.0,52703
M1,S,0,2,C02,62959920.0,241727
M2,H,0,0,C01,10272360.0,12246
M3,H,0,1,C01,34902120.0,61913
M4,S,0,1,C01,57949260.0,119701
M4,S,0,0,C01,4599600.0,7508
M2,E,0,0,C01,37400634.0,103269
M3,H,0,1,C02,59526060.0,187503
M3,S,0,0,C01,8206860.0,16987
M7,I,0,0,C01,4485975.0,5297
M4,E,0,0,C01,9599100.0,17391
M1,E,0,0,C01,10262580.0,45944
M7,S,1,1,C01,8031900.0,11333
M3,E,0,1,C01,2938983.0,8436
M3,E,0,0,C01,9857036.0,23291
M3,E,0,0,C02,4170888.0,21512
M3,E,0,1,C01,16146814.0,31861
M3,E,0,1,C01,19101020.0,42281
M4,S,0,1,C02,26373720.0,77050
M7,S,0,0,C02,3439959.0,6829
M3,S,0,1,C01,43532460.0,43075
M7,E,0,0,C01,2225340.0,9833
M2,S,2,0,C01,27755546.0,74432
M4,I,0,3,C02,95967480.0,200621
M4,E,0,0,C01,5525280.0,15916
M5,S,0,0,C02,7445444.0,5527
M4,E,0,0,C01,13648620.0,43956
M4,S,0,0,C01,3635338.0,12770
M4,E,0,0,C01,18499800.0,64194
M4,E,1,0,C01,15370800.0,59212
M3,E,0,1,C01,16827420.0,20709
M2,S,0,0,C01,20839500.0,56149
M7,E,0,2,C02,55738731.0,145367
M7,S,0,1,C01,27626692.0,24218
M4,S,0,1,C01,27192000.0,52275
M7,S,0,0,C01,7267380.0,21070
M4,S,0,1,C01,16498100.0,20662
M7,S,0,0,C01,37670160.0,59666
M4,S,0,0,C01,4903740.0,12857
M3,E,0,0,C02,8120880.0,20757
M4,E,4,0,C01,8815380.0,24424
M4,E,0,1,C01,54694500.0,164241
M4,E,0,0,C01,2545859.0,6559
M4,E,0,0,C02,4912080.0,16853
M5,S,0,0,C02,19714115.0,25525
M7,S,0,0,C01,5980500.0,10672
M7,E,0,1,C01,56947260.0,121171
M3,E,0,1,C01,27297900.0,48318
M7,E,2,0,C01,23846700.0,146694
M4,S,0,0,C01,8023560.0,16863
M3,H,12,1,C01,67036740.0,120437
M3,E,0,0,C01,15361662.0,43667
M7,S,0,1,C01,47701860.0,195360
M7,S,0,0,C01,24363900.0,43974
M4,S,0,0,C01,10042500.0,42561
M1,E,1,2,C01,54776580.0,224995
M7,E,0,1,C02,38382960.0,65277
M4,S,0,1,C01,14111940.0,45193
M3,S,0,1,C01,87628680.0,108437
M4,E,0,1,C01,14149140.0,33220
M7,E,2,1,C01,21069600.0,64402
M7,S,0,1,C01,43351500.0,96293
M7,H,0,1,C01,13819168.0,18172
M3,E,0,0,C02,11820540.0,25973
M3,E,0,1,C01,58152732.0,166189
M3,S,0,0,C01,4141560.0,10278
M7,H,0,0,C01,7246140.0,6367
M3,S,3,0,C01,5524920.0,7959
M4,S,2,0,C02,27364511.0,85622
M4,E,0,1,C02,39296220.0,38391
M3,S,0,0,C01,4782544.0,19022
M2,S,0,1,C02,22527665.0,63045
M3,I,0,1,C01,52443315.0,47851
M4,I,0,1,C01,29625540.0,57938
M7,S,0,0,C01,6736680.0,29675
M5,S,0,0,C02,4473668.0,5261
M3,S,0,0,C01,6729272.0,33312
M7,E,1,2,C01,94174560.0,211091
M3,E,0,1,C02,27967440.0,62814
M4,E,0,1,C01,43264500.0,129774
M7,I,0,0,C01,3976980.0,13252
M2,E,3,1,C02,24525111.0,30605
M3,E,0,0,C01,19159140.0,74993
M3,H,0,0,C01,11239440.0,20623
M4,E,0,2,C02,44148660.0,72251
M7,S,0,1,C01,8012160.0,16491
M7,S,0,0,C01,9570929.0,32285
M4,S,0,0,C01,10128180.0,10951
M3,H,0,0,C01,6370920.0,22365
M3,E,0,0,C01,25412355.0,66719
M4,E,0,0,C01,3527520.0,10135
M3,S,0,1,C01,44676720.0,123282
M7,S,0,0,C01,3960240.0,15304
M4,S,0,1,C01,10897440.0,9656
M2,E,0,1,C02,35225697.0,137444
M4,E,0,0,C01,23312280.0,50630
M2,S,0,0,C02,13377840.0,28083
M3,E,0,0,C01,48362400.0,132025
M2,E,0,1,C01,36877500.0,91083
M2,S,0,0,C01,42271260.0,37782
M3,H,0,0,C01,4690020.0,15763
M4,S,0,1,C01,22351320.0,43341
M7,S,0,0,C01,10890060.0,15270
M4,H,0,0,C01,4130700.0,7083
M2,S,0,0,C01,10272120.0,13124
M7,E,0,1,C02,59798580.0,223791
M2,S,0,0,C01,2940300.0,6478
M4,E,0,2,C02,25761840.0,80948
M2,E,0,0,C01,9221760.0,29316
M3,S,0,1,C01,42075180.0,40341
M3,E,0,1,C01,12777399.0,35116
M4,S,0,2,C01,61429320.0,243332
M7,E,0,0,C01,6305220.0,11423
M4,S,0,1,C02,33091860.0,68352
M3,E,0,0,C01,18919680.0,41738
M2,S,0,1,C01,61261860.0,128770
M3,E,0,1,C01,47525940.0,69182
M4,S,0,1,C01,41122800.0,139671
M4,S,0,1,C02,26357692.0,56101
M3,S,0,0,C01,28595823.0,104896
M7,E,0,0,C01,4834067.0,15382
M4,S,0,0,C02,1486203.0,6096
M7,E,0,0,C01,36556920.0,125114
M3,S,0,0,C01,7055650.0,19727
M3,I,0,2,C01,20022364.0,75153
M7,E,1,1,C02,14254140.0,38136
M7,S,2,2,C01,60672123.0,146977
M3,E,0,0,C02,33270954.0,54216
M1,E,0,0,C01,25055880.0,54815
M4,E,0,0,C01,24808560.0,48579
M4,S,0,0,C02,14968968.0,68949
M7,I,0,0,C01,20034789.0,30250
M5,S,0,0,C02,6658255.0,10824
M4,S,0,1,C01,17948640.0,24235
M3,S,0,0,C01,13304740.0,33286
M2,E,0,0,C01,4491180.0,9217
M7,E,0,0,C01,29548006.0,64790
M4,S,0,1,C02,36135480.0,67837
M4,S,0,0,C01,3476940.0,6023
M4,S,1,0,C01,21954177.0,62973
M4,E,0,0,C01,13834920.0,40519
M7,E,2,0,C01,17686440.0,108836
M3,S,0,0,C01,9445380.0,35070
M4,S,0,0,C02,2430300.0,5122
M4,E,0,1,C01,40533180.0,122815
M4,S,0,0,C01,8462940.0,21336
M4,E,0,2,C01,3807294.0,7001
M2,S,0,0,C01,4241820.0,13950
M4,E,0,1,C01,68076060.0,184795
M3,E,4,2,C01,88559829.0,147123
M4,S,2,0,C01,4465833.0,18774
M4,E,0,0,C01,16764021.0,60206
M4,S,0,0,C01,2825040.0,7170
M4,E,0,1,C01,24551580.0,53642
M4,H,14,3,C01,54870238.0,44043
M4,E,0,1,C01,29190660.0,104772
M4,E,0,1,C01,4919460.0,21568
M3,E,0,0,C01,24114107.0,51466
M3,E,0,0,C01,42936785.0,70180
M7,I,0,1,C01,29791500.0,21962
M3,S,6,0,C01,30161880.0,70394
M3,S,0,1,C01,17971759.0,37128
M3,E,0,1,C01,33497400.0,61306
M4,S,0,1,C01,23682404.0,78293
M4,S,0,0,C02,1232880.0,8384
M4,E,0,2,C01,47017371.0,54727
M3,S,0,0,C01,5433480.0,8923
M3,E,0,1,C01,2445780.0,5305
M4,S,0,1,C01,8550068.0,16159
M3,E,0,1,C01,9918060.0,18838
M2,S,15,2,C01,63147324.0,81225
M3,S,0,0,C01,9414660.0,29770
M7,S,0,1,C02,8527500.0,19566
M3,E,0,0,C01,12094380.0,26027
M3,S,0,0,C02,9408720.0,22188
M3,S,0,0,C01,6927300.0,22167
M4,E,0,1,C01,13830720.0,41485
M7,S,0,1,C02,45360094.0,141606
M7,S,0,0,C01,5002500.0,7246
M4,S,0,1,C01,11312520.0,45664
M4,S,0,0,C02,3896017.0,14726
M3,I,0,0,C01,22794780.0,94579
M3,S,0,1,C01,40847220.0,71609
M7,I,0,2,C01,46566240.0,46931
M4,I,0,1,C01,6623100.0,11889
M3,S,0,0,C01,33930480.0,61284
M2,S,0,1,C01,9953272.0,9213
M4,S,0,0,C01,17111880.0,51836
M4,S,1,0,C01,2486160.0,5426
M4,E,0,1,C01,37175760.0,99395
M4,E,0,0,C01,5257140.0,18634
M3,E,0,1,C02,30415680.0,75731
M4,E,0,0,C02,18828960.0,59567
M3,S,0,0,C01,14509754.0,52583
M4,S,0,1,C01,18829259.0,32394
M4,S,0,1,C01,36108060.0,95863
M4,I,0,1,C01,15457560.0,23959
M2,S,0,0,C01,24296812.0,55585
M4,E,0,0,C02,19863120.0,76818
M3,E,0,1,C01,22275840.0,19092
M1,E,0,0,C01,10364340.0,16311
M3,E,0,0,C01,9066120.0,17848
M7,S,0,1,C01,37648380.0,58678
M3,E,0,0,C01,5341320.0,14591
M7,E,0,1,C01,9504180.0,12814
M3,S,0,1,C01,50534820.0,45049
M4,S,0,1,C01,30858666.0,104538
M1,E,0,1,C01,5017530.0,8500
M4,S,0,2,C01,30161880.0,89823
M7,S,1,2,C01,60759830.0,149412
M2,S,0,0,C01,3381360.0,5785
M4,I,0,2,C01,31707780.0,19243
M2,E,1,1,C02,42076027.0,129957
M3,E,0,0,C02,62374800.0,140014
M3,S,0,1,C01,19962000.0,39105
M3,S,0,0,C01,4044583.0,8771
M4,H,0,0,C02,28423200.0,18359
M4,I,0,1,C01,19154940.0,46345
M3,S,0,2,C02,68959591.0,142808
M3,S,0,0,C02,24176959.0,59993
M3,S,0,0,C01,19113780.0,25996
M4,E,0,0,C01,7185840.0,15503
M4,E,0,0,C02,4459465.0,9674
M7,E,0,1,C01,36470520.0,48944
M7,S,0,0,C01,16963184.0,54197
M7,E,0,0,C01,20059026.0,91034
M4,I,0,1,C01,31955700.0,51607
M1,S,0,0,C01,7777560.0,23094
M2,E,0,0,C01,21336480.0,51565
M7,E,0,0,C01,4810380.0,16074
M7,E,0,1,C01,17640803.0,36273
M4,I,0,1,C01,3276600.0,9005
M3,E,0,0,C02,33180060.0,39323
M4,S,0,0,C02,13209180.0,45416
M3,H,0,2,C01,33001080.0,40863
M3,H,3,1,C01,14092260.0,21968
M3,E,0,1,C01,51411626.0,80023
M3,I,0,0,C01,2501820.0,6694
M3,E,0,1,C01,10600200.0,16816
M4,E,0,0,C01,13413060.0,33109
M3,S,0,1,C01,38994832.0,76861
M4,S,0,0,C01,4688580.0,14044
M3,S,0,0,C01,2649360.0,7215
M3,I,0,0,C01,36655200.0,12093
M4,I,0,0,C01,8228100.0,7937
M2,E,2,1,C01,25334460.0,69018
M7,S,1,0,C01,4862789.0,12802
M3,I,0,2,C01,50706240.0,58256
M4,E,0,1,C01,23499623.0,48013
M4,S,0,1,C01,10970192.0,28961
M3,H,0,1,C01,6723540.0,6894
M4,S,0,0,C01,2252280.0,7828
M4,E,15,1,C01,30818451.0,43656
M4,E,0,0,C01,9863700.0,22570
M3,S,0,0,C01,10876239.0,26896
M4,E,0,1,C01,9608522.0,37263
M3,E,0,0,C01,6036480.0,26406
M7,I,0,1,C01,30215820.0,84690
M3,I,0,0,C01,2317149.0,5737
M3,E,0,0,C01,6566580.0,23457
M4,E,0,1,C01,22894740.0,77230
M3,H,0,0,C01,14857620.0,16617
M7,E,4,1,C02,38784690.0,115116
M2,H,0,0,C01,23498460.0,39828
M7,E,0,1,C01,27237540.0,85131
M1,E,0,0,C02,7440060.0,20166
M4,I,0,1,C01,11393520.0,12300
M7,I,0,1,C02,13730460.0,5199
M2,S,2,1,C01,23045800.0,22725
M7,S,0,0,C01,4302300.0,12267
M4,S,0,0,C01,4244580.0,7457
M7,S,0,0,C01,19336200.0,39913
M7,S,1,1,C01,33506761.0,70129
M3,S,0,1,C01,19344960.0,44386
M3,S,4,0,C01,8043687.0,22498
M2,E,0,1,C01,21853249.0,101749
M3,H,0,1,C01,14933220.0,41005
M3,E,0,0,C01,9070228.0,22652
M3,S,0,0,C02,9177900.0,13886
M4,S,0,1,C02,2678664.0,5420
M3,H,0,0,C01,13467660.0,48221
M1,S,0,0,C01,12607560.0,35491
M2,I,0,0,C01,12095460.0,20288
M4,E,0,1,C01,16264680.0,37431
M4,E,0,0,C01,5178609.0,19605
M3,E,0,0,C02,18581820.0,70914
M3,S,4,0,C01,35874780.0,91419
M7,S,0,1,C01,19956600.0,49232
M4,S,0,0,C01,4668540.0,7873
M3,S,0,0,C02,6564048.0,14292
M3,E,0,0,C01,6652791.0,18677
M3,S,0,0,C01,7586428.0,21632
M4,E,0,2,C01,18224520.0,41866
M7,E,0,2,C01,66608648.0,332287
M2,S,0,0,C01,3018660.0,6745
M4,S,0,0,C01,11232600.0,32476
M4,I,0,1,C01,20724300.0,76288
M4,E,0,0,C01,8983860.0,24546
M3,S,0,1,C01,36803727.0,72562
M7,S,0,0,C01,7371180.0,11851
M3,S,0,0,C01,13297980.0,36160
M3,E,0,1,C01,5613539.0,17585
M4,E,0,2,C01,56069880.0,237790
M3,E,0,0,C01,39501120.0,47109
M4,S,0,1,C02,10271580.0,24257
M2,S,0,0,C02,5195757.0,9674
M2,E,0,1,C01,30843279.0,69054
M1,S,0,0,C02,7326480.0,17514
M4,S,0,0,C02,5332740.0,9262
M7,S,4,2,C01,62455696.0,127746
M4,S,0,0,C01,13825200.0,21768
M2,E,0,0,C01,23941500.0,71616
M7,E,0,1,C01,25744440.0,70115
M7,E,0,0,C01,2660474.0,6744
M4,E,0,1,C01,57960480.0,138985
M2,E,0,0,C01,14766521.0,50014
M4,E,0,0,C01,2565540.0,6356
M3,E,9,1,C01,41523780.0,77302
M4,S,71,1,C01,28864462.0,64092
M2,E,0,0,C01,25312260.0,127041
M3,E,0,0,C01,55028932.0,91847
M7,H,0,0,C01,7346880.0,11892
M4,S,0,0,C02,5109334.0,14531
M1,S,0,1,C01,53062702.0,127588
M7,E,0,0,C01,18922200.0,68963
M2,E,0,0,C01,13806960.0,18286
M4,E,0,0,C01,20414694.0,18191
M3,I,0,0,C02,20206980.0,28058
M7,E,0,1,C01,7416139.0,36105
M4,E,0,1,C01,23522280.0,51356
M2,S,0,0,C01,5686236.0,12143
M7,E,2,1,C02,15807000.0,57304
M3,E,0,1,C01,38713080.0,175834
M4,S,0,2,C01,43042680.0,199377
